idDBLP,idACM
journals/sigmod/BrunieK96,234895
journals/sigmod/ACT-NET96,234896
journals/sigmod/NormanZT96,234892
journals/sigmod/HasanFV96,234894
journals/sigmod/Dogac96,234900
journals/sigmod/Qian96a,234903
journals/sigmod/Bestavros96,381860
journals/sigmod/AndlerHEMBE96,381881
journals/sigmod/SilberschatzSU96,381886
journals/sigmod/RamamrithamSSTX96,381868
journals/sigmod/HaritsaS96,381870
journals/sigmod/KuoM96,381873
journals/sigmod/SonDT96,381879
journals/sigmod/AdelbergKG96,381882
journals/sigmod/BerndtssonH96,381889
journals/sigmod/UrbanDG96,381892
journals/sigmod/Anonymous96,381900
journals/sigmod/Qian96,381901
journals/sigmod/NobleS95,219730
journals/sigmod/DrewHKKLLLSW95,219769
journals/sigmod/DunhamH95a,219727
journals/sigmod/ElmagarmidJF95,219735
journals/sigmod/WolfsonSDNR95,219737
journals/sigmod/AlonsoCIM95,219742
journals/sigmod/EnglertGH95,219760
journals/sigmod/VenkatraoP95,219763
journals/sigmod/SellisV95,219766
journals/sigmod/Stacey95,219774
journals/sigmod/DoanPK95,212003
journals/sigmod/LeeCL95,212011
journals/sigmod/PitouraB95,212015
journals/sigmod/RisheSBDOALOSS95,212019
journals/sigmod/Richey95,212024
journals/sigmod/AbiteboulH95,211994
journals/sigmod/Fong95,212007
journals/sigmod/Lee95,212008
journals/sigmod/KokkotosIPS95,212014
journals/sigmod/DogacDKOONEHAKKM95,212017
journals/sigmod/YanG95,212018
journals/sigmod/Qian95a,212022
journals/sigmod/KimballS95,212023
journals/sigmod/Hanna95,202664
journals/sigmod/Chaudhri95,202668
journals/sigmod/BerraNT95,202670
journals/sigmod/MedskerCS95,202673
journals/sigmod/DogacAOD95,202662
journals/sigmod/KarlapalemLS95,202663
journals/sigmod/NgH95,202665
journals/sigmod/Jannink95,202666
journals/sigmod/DarwenD95,202667
journals/sigmod/Jarke95,202671
journals/sigmod/Bertram94,190631
journals/sigmod/ShinM94,190633
journals/sigmod/KiyokiKH94,190639
journals/sigmod/BohmR94,190635
journals/sigmod/JainH94,190638
journals/sigmod/AndersonS94,190642
journals/sigmod/GroskyFS94,190644
journals/sigmod/GlavitschSW94,190645
journals/sigmod/MattosD94,190648
journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94a,187449
journals/sigmod/Datta94,187442
journals/sigmod/Klein94,187445
journals/sigmod/Qian94,187462
journals/sigmod/Yang94,181554
journals/sigmod/JensenCEGHJ94,181560
journals/sigmod/BunemanLSTW94,181564
journals/sigmod/Stonebraker94,181551
journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94,181562
journals/sigmod/NorrieBSW94,181567
journals/sigmod/Gallagher94,181568
journals/sigmod/Winslett94,181569
journals/tods/TaoSP03,958943
journals/tods/LakshmananLN03,958944
journals/tods/ChoG03,958945
journals/tods/DiaoAFZF03,958947
journals/tods/HjaltasonS03,958948
journals/tods/Jimenez-PerisPAK03,937601
journals/tods/TaoP03,777944
journals/tods/GunopulosKMSTS03,777945
journals/tods/LechtenborgerV03,777946
journals/tods/BeneventanoBS03,762472
journals/tods/KarpSP03,762473
journals/tods/MelnikG03,762474
journals/tods/MayL02,582411
journals/tods/CiacciaP02,582412
journals/tods/FernandezKSMT02,582413
journals/tods/CaldersNW02,581752
journals/tods/GibbonsMP02,581753
journals/tods/TaoPZ02,581754
journals/tods/BrunoCG02,568519
journals/tods/SchuldtABS02,507236
journals/tods/LiuDL02,507237
journals/tods/FukudaMMT01,383893
journals/tods/JajodiaSSS01,383894
journals/tods/DekhtyarRS01,383736
journals/tods/HsuSY01,383737
journals/tods/BohlenJS00,377665
journals/tods/KossmannFDA00,377677
journals/tods/Meo00,363956
journals/tods/BaralisW00,363954
journals/tods/CuiWW00,357777
journals/tods/Bohm00,357776
journals/tods/Lerner00,352983
journals/tods/GutingBEJLSV00,352963
journals/tods/MuralidharS99,331986
journals/tods/YanG99,331992
journals/tods/Alagic99,328943
journals/tods/BozkayaO99,328959
journals/tods/CasatiCPP99,328996
journals/tods/ChaudhuriS99,320249
journals/tods/GravanoGT99,320252
journals/tods/DattaVCK99,310710
journals/tods/Wijsen99,310715
journals/tods/SistlaWYS98,277641
journals/tods/ZobelMR98,277632
journals/tods/CastanoAFP98,293150
journals/tods/Hellerstein98,277627
journals/tods/MehrotraRKS98,277629
journals/tods/DyresonS98,288087
journals/tods/StolboushkinT98,288089
journals/tods/StoreyCDGS97,278246
journals/tods/LakshmananLRS97,261131
journals/tods/WangBBJ97,249979
journals/tods/AmmannJR97,249981
journals/tods/WolfsonJH97,249982
journals/tods/CliffordDIJS97,249980
journals/tods/Galindo-LegariaR97,244812
journals/tods/Keen97,244811
journals/tods/Kuo96,236712
journals/tods/LitwinN96,236713
journals/tods/CiacciaTZ96,232755
journals/tods/DeyS96,232796
journals/tods/GhandeharizadehHJ96,232801
journals/tods/LiuM96,232622
journals/tods/Ross96,232628
journals/tods/BellNNS96,232691
journals/tods/GuoSW96,232692
journals/tods/BaralisCP96,227605
journals/tods/BunemanO96,227609
journals/tods/MokNE96,227612
journals/tods/ChenHM95,219039
journals/tods/SrivastavaSRN95,219056
journals/tods/Chomicki95,210200
journals/tods/GraefeC95,210202
journals/tods/AikenHW95,202107
journals/tods/Jagadish95,202113
journals/tods/GoldmanL94,195666
journals/tods/KrishnakumarB94,195670
journals/tods/CeriFPT94,185828
journals/tods/PolyzoisG94,185836
journals/tods/ChrysanthisR94,185843
journals/tods/BrightHP94,176569
journals/tods/YanG94,176573
journals/tods/ScioreSR94,176570
journals/tods/OliverS94,174640
journals/tods/CliffordC94,174642
journals/tods/SalemGS94,174639
journals/tods/KotidisR01,503100
journals/tods/LakshmananSS01,503102
journals/tods/LiC01,502032
journals/tods/Ng01,502033
journals/tods/Snodgrass01,505049
conf/vldb/GarofalakisG01,672356
conf/vldb/CherniackFZ01,672180
conf/vldb/MadhavanBR01,672191
conf/vldb/ChirkovaHS01,672216
conf/vldb/AmirKN01,672215
conf/vldb/StanoiRAA01,672207
conf/vldb/RaghavanG01,672025
conf/vldb/HuntAI01,672030
conf/vldb/ChaHKK01,672375
conf/vldb/LuoN01,672041
conf/vldb/WaasCB01,672026
conf/vldb/ManolescuFK01,672368
conf/vldb/ManolopoulosT01,672358
conf/vldb/GalhardasFSSS01,672042
conf/vldb/Kotidis01,672183
conf/vldb/Gibbons01,672351
conf/vldb/AksoyZF01,672046
conf/vldb/MignetMAC01,672205
conf/vldb/TsurAADKW01,672353
conf/vldb/Novaretti01,672196
conf/vldb/Draluk01,672031
conf/vldb/Shmueli01,672369
conf/vldb/SadriZZA01,672043
conf/vldb/BunkerCCMMW01,672182
conf/vldb/Adler01,758383
conf/vldb/MaedaT01,672378
conf/vldb/LiCHPALHAY01,672040
conf/vldb/SundaraHCAS01,672361
conf/vldb/NishioSTTL01,672350
conf/vldb/BlokWZPAKJ01,672179
conf/vldb/PatonG01,757416
conf/vldb/ChaudhuriS01,672044
conf/vldb/Leymann01,757417
conf/vldb/Sondag01,672359
conf/vldb/AndreiV01,672357
conf/vldb/MeccaCM01,672370
conf/vldb/BaumgartnerFG01,672194
conf/vldb/AgrawalSX01,672175
conf/vldb/AilamakiDHS01,672367
conf/vldb/SakuraiYKU01,672024
conf/vldb/FegarasE01,672209
conf/vldb/ShanmugasundaramKSFF01,672203
conf/vldb/NatsevCSLV01,672365
conf/vldb/MargaritisFT01,758382
conf/vldb/LiM01,672035
conf/vldb/LabrinidisR01,672362
conf/vldb/OoiYTJ01,672178
conf/vldb/JensenL01,672027
conf/vldb/SatheS01,672366
conf/vldb/WiesnerK01,672204
conf/vldb/MarronL01,672372
conf/vldb/Duranti01,672214
conf/vldb/Gentili01,672184
conf/vldb/BouguettayaEMO01,672201
conf/vldb/Huyn01,672037
conf/vldb/DattaDTVRF01,672364
conf/vldb/CareyKRLABFLOPQRSSUVWY01,672199
conf/vldb/NarayananS01,672213
conf/vldb/CatozziR01,672210
conf/vldb/MorishimaKKT01,672187
conf/vldb/AnciauxBBPV01,758381
conf/vldb/KoschBBHHLRT01,672354
conf/vldb/BaumgartnerFG01a,672189
conf/vldb/AmbiteKKMST01,672186
conf/vldb/StohrR01,672208
conf/vldb/PereiraFJLS01,672195
conf/vldb/X00a,758376
conf/vldb/ShanmugasundaramSBCLPR00,671695
conf/vldb/MatiasVW00,672011
conf/vldb/ChakrabartiGRS00,671851
conf/vldb/YuV00,758377
conf/vldb/YagoubFIV00,672020
conf/vldb/PardonA00,671860
conf/vldb/LuL00,671686
conf/vldb/PottingerL00,671692
conf/vldb/AgrawalCN00,671701
conf/vldb/DingGS00,672013
conf/vldb/ChangG00,672022
conf/vldb/PappasC00,671850
conf/vldb/ManolescuFKXO00,671846
conf/vldb/DuttaDMRT00,672018
conf/vldb/BasuFP00,671865
conf/vldb/HvasshovdBT00,671853
conf/vldb/Nori00,671698
conf/vldb/MohanBWSZ00,671858
conf/vldb/Ramaswamy00,672012
conf/vldb/X00,671674
conf/vldb/ChaudhuriW00,671696
conf/vldb/ChristopheBPV00,758380
conf/vldb/WangHH00,671697
conf/vldb/ChakrabartiM00,671852
conf/vldb/GrumbachRS00,672005
conf/vldb/ChoG00,671679
conf/vldb/MendelzonV00,672006
conf/vldb/CeriCW00,671876
conf/vldb/RamsakMFZEB00,671872
conf/vldb/SrinivasanDFCJYKTDB00,672004
conf/vldb/DiaoLCT00,671678
conf/vldb/JohnsonA00,671874
conf/vldb/ManegoldBK00,672010
conf/vldb/RamasamyPNK00,672009
conf/vldb/KoudasIM00,671699
conf/vldb/KriegelPS00,671844
conf/vldb/CowleyP00,671837
conf/vldb/JiangSLB00,672021
conf/vldb/LabioYCGW00,671684
conf/vldb/JarkeKL00,671688
conf/vldb/DiligentiCLGG00,671854
conf/vldb/RisheYACLMVSV00,671681
conf/vldb/PedersenJD00,671842
conf/vldb/GuPS00,756647
conf/vldb/BeneventanoBCCGMMV00,672014
conf/vldb/CarusoCGLM00,671870
conf/vldb/PereiraFLS00,671690
conf/vldb/ShahabiFKF00,671682
conf/vldb/LudasaherGM00,671864
conf/vldb/AdiBEY00,671839
conf/vldb/RamamrithamABEGP00,672007
conf/vldb/Schek00,671861
conf/vldb/Brodie00,671680
conf/vldb/Ladin00,671856
conf/vldb/Team00,671838
conf/vldb/Deshpande00,671866
conf/vldb/CasatiS00,671694
conf/vldb/Blecken00,671691
conf/vldb/Bowker00,671871
conf/vldb/Schnase00,671685
conf/vldb/LaneEN00,671857
conf/vldb/Carey00,671700
conf/vldb/KemperKW99,671506
conf/vldb/Sarawagi99,671500
conf/vldb/BonczMK99,671364
conf/vldb/RaoR99,671362
conf/vldb/PacittMS99,671521
conf/vldb/AbiteboulACEMM99,671664
conf/vldb/TamuraK99,671495
conf/vldb/BamfordAP99,671509
conf/vldb/KnorrN99,671529
conf/vldb/DyresonBJ99,671672
conf/vldb/WangZL99,671360
conf/vldb/ChakrabartiBD99,671523
conf/vldb/ChenCFGJMTW99,671496
conf/vldb/NinkHR99,671661
conf/vldb/RothOH99,671494
conf/vldb/CarinoOBS99,671525
conf/vldb/CeriFP99,671524
conf/vldb/KumarRRT99,671512
conf/vldb/LiRS99,671355
conf/vldb/PedersenJD99,671491
conf/vldb/ZurekS99,671665
conf/vldb/DattaRT99,671352
conf/vldb/AcharyaGP99,671347
conf/vldb/Mohan99,671526
conf/vldb/TanGO99,671519
conf/vldb/Norvag99,758375
conf/vldb/JagadishMN99,671667
conf/vldb/BrodieC99,671492
conf/vldb/Pound99,671490
conf/vldb/GarofalakisRS99,671514
conf/vldb/Blum99,671348
conf/vldb/McHughW99,671349
conf/vldb/HaasKU99,671671
conf/vldb/JosifovskiR99,671673
conf/vldb/NaumannLF99,671356
conf/vldb/DeutschPT99,756643
conf/vldb/LakshmananSS99,671511
conf/vldb/LeeL99,671354
conf/vldb/JaedickeM99,671515
conf/vldb/KeimH99,671505
conf/vldb/JagadishLS99,671666
conf/vldb/FuhDCMTLDRM99,671520
conf/vldb/HoskingC99,671503
conf/vldb/FlorescuLSY99,671493
conf/vldb/RamanRH99,671663
conf/vldb/DeRose99,671670
conf/vldb/AbiteboulAAACHHMMMMSTV99,671497
conf/vldb/BouganimCDDGS99,671518
conf/vldb/VriesDBA99,671530
conf/vldb/Tygar98,671343
conf/vldb/MengLYWCR98,671185
conf/vldb/HelmerWM98,671197
conf/vldb/ShivakumarGC98,671179
conf/vldb/Greco98,671344
conf/vldb/GibsonKR98,671202
conf/vldb/MorimotoFMTY98,671186
conf/vldb/KnorrN98,671334
conf/vldb/OzsuVU98,671024
conf/vldb/MuthOPW98,671026
conf/vldb/Amer-YahiaCD98,671324
conf/vldb/PapadiasMD98,671163
conf/vldb/ZimbraoS98,671196
conf/vldb/CarinoJ98,671030
conf/vldb/DarEGP98,671325
conf/vldb/BamfordBKM98,671023
conf/vldb/VenkataramanZ98,671028
conf/vldb/RezendeS98,671195
conf/vldb/BaulierBGJGKKMMNNRSS98,671175
conf/vldb/George98,671032
conf/vldb/Shaw98,671169
conf/vldb/GoldmanSVG98,671346
conf/vldb/AbiteboulMRVW98,671172
conf/vldb/JohnsonM98,671327
conf/vldb/GarofalakisIO98,671193
conf/vldb/BraumandlCK98,671341
conf/vldb/MiloZ98,671326
conf/vldb/CareyK98,671166
conf/vldb/LinR98,671033
conf/vldb/GrovlenHT98,671204
conf/vldb/WeberSB98,671192
conf/vldb/AnkerstBKS98,671198
conf/vldb/IshikawaSF98,671331
conf/vldb/NipplM98,671337
conf/vldb/EsterKSWX98,671201
conf/vldb/GarciaLL98,671188
conf/vldb/BliujuteJSS98,671339
conf/vldb/RamaswamyMS98,671170
conf/vldb/RastogiS98,671183
conf/vldb/GeorgeH98,671190
conf/vldb/Moerkotte98,671173
conf/vldb/Slutz98,671199
conf/vldb/LakshmiZ98,671200
conf/vldb/DoDJJR98,671165
conf/vldb/Sterling98,671203
conf/vldb/FankhauserGLMT98,758371
conf/vldb/ArunJ98,758370
conf/vldb/Schoning98,671181
conf/vldb/FlorescuLS98,671168
conf/vldb/BlottKS98,671333
conf/vldb/Orenstein98,671178
conf/vldb/RoussopoulosK98,671180
conf/vldb/Mina98,671162
conf/vldb/Pogue98,671174
conf/vldb/MaratheS97,671002
conf/vldb/GyssensL97,673639
conf/vldb/RossS97,670993
conf/vldb/TheodoratosS97,673656
conf/vldb/MorimotoIM97,673651
conf/vldb/VassalosP97,673662
conf/vldb/RothS97,670992
conf/vldb/HumborstadSHT97,671000
conf/vldb/StathatosRB97,673653
conf/vldb/AlsabtiRS97,673650
conf/vldb/ZhangL97,671006
conf/vldb/HelmerM97,673667
conf/vldb/BerckenSW97,671016
conf/vldb/LeeLWS97,671015
conf/vldb/GoldmanW97,671008
conf/vldb/GibbonsMP97,673669
conf/vldb/SeidlK97,673655
conf/vldb/GinisHKMT97,670997
conf/vldb/MalonM97,673642
conf/vldb/Jacobs97,673647
conf/vldb/BernsteinHSSZ97,670999
conf/vldb/SellisRF97,673658
conf/vldb/JagadishNSSK97,671013
conf/vldb/Huyn97,673644
conf/vldb/FaloutsosJS97,673641
conf/vldb/Jamil97,673648
conf/vldb/SeshadriLR97,671010
conf/vldb/BohannonLRSSS97,671017
conf/vldb/LlirbatST97,670991
conf/vldb/WangYM97,758369
conf/vldb/GravanoG97,670994
conf/vldb/AtzeniMM97,671014
conf/vldb/FlorescuKLP97,673654
conf/vldb/TriantafillouP97,673663
conf/vldb/ChristodoulakisTZ97,671007
conf/vldb/KraissW97,673664
conf/vldb/ClaussenKMP97,673649
conf/vldb/PellenkoftLK97,673661
conf/vldb/ChakrabartiDAR97,673659
conf/vldb/ChavdaW97,671021
conf/vldb/PoosalaI97,673638
conf/vldb/GarofalakisOS97,758368
conf/vldb/LiCHH97,673668
conf/vldb/KietzRS97,671001
conf/vldb/BridgeJKLLM97,671011
conf/vldb/FaloutsosG96,673487
conf/vldb/McKennaBHT96,673476
conf/vldb/FukudaMMT96,673495
conf/vldb/Ogawa96,673320
conf/vldb/ViverosNR96,673464
conf/vldb/SrivastavaDJL96,673627
conf/vldb/DiwanRSS96,673636
conf/vldb/BouganimFV96,673330
conf/vldb/Klots96,673483
conf/vldb/Mohan96,673631
conf/vldb/Malaika96,673630
conf/vldb/Hess96,673327
conf/vldb/Gupta96,673324
conf/vldb/CareyD96,673465
conf/vldb/BerchtoldKK96,673502
conf/vldb/ScheuermannSV96,758367
conf/vldb/ChaudhuriS96,673461
conf/vldb/SeshadriLR96,673634
conf/vldb/SarawagiS96,673632
conf/vldb/BerckenS96,673480
conf/vldb/CareyHMW96,673633
conf/vldb/LevyRO96,673469
conf/vldb/ShethKMWDLPLS96,673468
conf/vldb/ChatziantoniouR96,673628
conf/vldb/FaloutsosMS96,673328
conf/vldb/Suciu96a,673488
conf/vldb/PapakonstantinouAG96,673481
conf/vldb/VermeerA96,673635
conf/vldb/BertinoBFS96,673475
conf/vldb/Cuppens96,673637
conf/vldb/ShuklaDNR96,673494
conf/vldb/Dyreson96,673326
conf/vldb/ShaferAM96,673491
conf/vldb/CochranePM96,673498
conf/vldb/Kleewein96,673472
conf/vldb/Mattos96,673467
conf/vldb/Atal96,673322
conf/vldb/Hammond96,673473
conf/vldb/Celis96,673471
conf/vldb/MiningGroup96,673478
conf/vldb/Sacks-Davis96,673486
conf/vldb/Raghavan96,673463
conf/vldb/Baru96,758366
conf/vldb/GuptaM96,673482
conf/vldb/AmsalegFG95,673302
conf/vldb/ChenRS95,673007
conf/vldb/KornackerB95,673305
conf/vldb/BunemanDHOW95,673160
conf/vldb/BargaP95,673298
conf/vldb/SteinbrunnPMK95,673167
conf/vldb/HasanM95,673143
conf/vldb/GardarinGT95,673169
conf/vldb/YanL95,673154
conf/vldb/BassiliadesV95,673137
conf/vldb/RahmM95,673163
conf/vldb/HanF95,673134
conf/vldb/AgrawalLSS95,673155
conf/vldb/MillinerBP95,673144
conf/vldb/HellersteinNP95,673145
conf/vldb/DidriksenGD95,673313
conf/vldb/SumiyaYTSI95,673141
conf/vldb/Wang95,673152
conf/vldb/Lindsay95,673161
conf/vldb/BrownS95,673132
conf/vldb/ReuterCGSW95,673318
conf/vldb/Korth95,758365
conf/vldb/MogiK95,673307
conf/vldb/BestavrosB95,673131
conf/vldb/GoyalHSS95,673147
conf/vldb/FerrandinaMZFM95,673314
conf/vldb/RusinkiewiczKTWM95,673142
conf/vldb/AmmannJR95,673164
conf/vldb/TreschPL95,673309
conf/vldb/MoserKK95,673149
conf/vldb/FlodinR95,673311
conf/vldb/GallersdorferN95,673130
conf/vldb/HvasshovdTBH95,673136
conf/vldb/LuSL95,758364
conf/vldb/AgrawalPWZ95,673157
conf/vldb/HaberIL95,673296
conf/vldb/KalusD95,673315
conf/vldb/EvangelidisLS95,673316
conf/vldb/SistlaYLL95,673146
conf/vldb/RamakrishnanGRSWZ95,756661
conf/vldb/SeligmanBNSW95,673303
conf/vldb/SimonD95,673319
conf/vldb/Vaskevitch95,673310
conf/vldb/Fecteau95,673140
conf/vldb/Hallmark95,673156
conf/vldb/JonscherD94,672978
conf/vldb/JagadishLRSS94,673000
conf/vldb/WienerN94,672979
conf/vldb/NgH94,672827
conf/vldb/FuC94,672824
conf/vldb/FrohnLU94,672988
conf/vldb/Guting94,672980
conf/vldb/GutierrezPST94,672976
conf/vldb/JohnsonS94,672996
conf/vldb/BaralisW94,673002
conf/vldb/AgrawalS94,672836
conf/vldb/ShatdalKN94,758363
conf/vldb/SteenhagenABB94,672819
conf/vldb/MuntzR94,672820
conf/vldb/Lesk94,672830
conf/vldb/RosenthalS94,672973
conf/vldb/AnandBH94,672966
conf/vldb/IyerW94,672970
conf/vldb/BernsteinD94,672992
conf/vldb/CochinwalaB94,672968
conf/vldb/GoodmanRS94,672833
conf/vldb/LiC94,672826
conf/vldb/HasanM94,672835
conf/vldb/LevyMS94,672839
conf/vldb/AmielBDS94,672982
conf/vldb/ColletCS94,673003
conf/vldb/HoelS94,672823
conf/vldb/BrinkhoffK94,672841
conf/vldb/SetzerZ94,672838
conf/vldb/TeisseirePC94,672831
conf/vldb/ChawatheCY94,672822
conf/vldb/LitwinNS94,672842
conf/vldb/MatthesS94,672986
conf/vldb/NgY94,672828
conf/vldb/KamelF94,673001
conf/vldb/SistlaYH94,672829
conf/vldb/PirotteZMY94,672997
conf/vldb/HjelsvoldM94,672818
conf/vldb/MartinC94,673004
conf/vldb/YanA94,672964
journals/vldb/Halevy01,767151
journals/vldb/GrefenVA01,767153
journals/vldb/RahmB01,767154
journals/vldb/TurkerG01,767150
journals/vldb/LaurentLSV01,767152
journals/vldb/MecellaP01,767134
journals/vldb/BonifatiCP01,767136
journals/vldb/SuHHHLWLPLL01,767138
journals/vldb/DattaDVRN01,767140
journals/vldb/BraumandlKKKKSS01,767137
journals/vldb/ShegalovGW01,767139
journals/vldb/NguSHL01,765504
journals/vldb/LeeSC01,765507
journals/vldb/WangW01,765508
journals/vldb/MirbelPSTV00,765230
journals/vldb/FuCCM00,765232
journals/vldb/FernandezFLS00,765222
journals/vldb/GruserRZZ00,765221
journals/vldb/BunemanFS00,765224
journals/vldb/GibsonKR00,764217
journals/vldb/KnorrNT00,764218
journals/vldb/GeorgeH00,764215
journals/vldb/PacittiS00,764222
journals/vldb/LiangOY00,764223
journals/vldb/LawLG99,765513
journals/vldb/BonczK99,765511
journals/vldb/HuangDT99,765517
journals/vldb/ZezulaSAR98,765541
journals/vldb/NgS98,765539
journals/vldb/Seshadri98,765531
journals/vldb/RoySSSA98,765534
journals/vldb/KraissW98,765532
journals/vldb/ChakrabartiDAR98,765533
journals/vldb/NgC98,765535
journals/vldb/OoiTCH98,765528
journals/vldb/IshakbeyogluO98,765525
journals/vldb/DesslochHMMT98,765526
journals/vldb/ScheuermannWZ98,765523
journals/vldb/MehtaGPN98,765522
journals/vldb/FahlR97,765562
journals/vldb/MuckP97,765565
journals/vldb/SteinbrunnMK97,765556
journals/vldb/Cobb97,765555
journals/vldb/HaasCLS97,765559
journals/vldb/PapazogluK97a,765560
journals/vldb/PapazogluK97,765549
journals/vldb/ChenHY97,765551
journals/vldb/IoannidisNSS97,765552
journals/vldb/Antoshenkov97,765545
journals/vldb/SinghalS97,765546
journals/vldb/EvangelidisS97,765544
journals/vldb/MylopoulosCPST96,765853
journals/vldb/BeckerGOSW96,765854
journals/vldb/AntoshenkovZ96,765852
journals/vldb/DeyBS96,765803
journals/vldb/HarderR96,765805
journals/vldb/ShyyASL96,765804
journals/vldb/PoulovassilisS96,765691
journals/vldb/TsatalosSI96,765690
journals/vldb/AmielBDS96,765692
journals/vldb/FangGM96,765693
journals/vldb/KellerB96,765753
journals/vldb/RamamrithamC96,765756
journals/vldb/DeWittNSV96,765751
journals/vldb/StonebrakerALPSSSY96,765754
journals/vldb/HarrisR96,765755
journals/vldb/WhiteD95,615238
journals/vldb/LandauST95,615233
journals/vldb/AbiteboulB95,615234
journals/vldb/AtkinsonM95,615226
journals/vldb/KemperK95,615230
journals/vldb/PeckhamMD95,615219
journals/vldb/TenienteO95,615220
journals/vldb/TempletonHMB95,615222
journals/vldb/ConstantopoulosJMV95,615213
journals/vldb/AgrawalAJL95,615215
journals/vldb/Guting94,615206
journals/vldb/ChuIT94,615208
journals/vldb/Baumann94,615207
journals/vldb/PapadiasS94,615209
journals/vldb/LinJF94,615210
journals/vldb/KieslingSSD94,615196
journals/vldb/RamakrishnanSSS94,615195
journals/vldb/GeorgakopoulosRL94,615186
journals/vldb/KamelWS94,615188
journals/vldb/Sciore94,615189
journals/vldb/LeeW94,615200
journals/vldb/Barbara-MillaG94,615201
journals/vldb/Bertino94,615202
journals/vldb/WidomS00,764213
journals/vldb/AtzeniM00,765219
journals/vldb/Atkinson00,765234
journals/vldb/JagadishKNS00,765237
journals/vldb/RamanRH00,765239
journals/vldb/OzsuC98,765537
journals/vldb/CasatiSG01,767133
journals/vldb/AbbadiSW01,767142
journals/vldb/PucheralBVB01,767143
journals/vldb/Sarawagi01,767148
journals/vldb/Li03,950491
journals/vldb/YangW03,950494
journals/vldb/RamamurthyDS03,950483
journals/vldb/AbadiCCCCLSTZ03,950485
journals/vldb/ChakrabartiRS03,950488
journals/vldb/ChanGR03,950484
journals/vldb/ChandrasekaranF03,950486
journals/vldb/VerykiosME03,775455
journals/vldb/MedjahedBBNE03,775457
journals/vldb/CuiW03,775456
journals/vldb/ChienTZ02,764204
journals/vldb/Halevy02,764200
journals/vldb/JagadishACLNPPSWWY02,764201
journals/vldb/FiebigHKMNSW02,764202
journals/vldb/AnGSVKI02,641270
journals/vldb/ChirkovaHS02,641272
journals/vldb/AilamakiDH02,641271
journals/vldb/ApersCS02,641269
journals/vldb/AguileraCMVV02,641273
journals/vldb/SakuraiYUK02,767128
journals/vldb/RafieiM02,767094
journals/vldb/FerrariAABC02,767097
journals/vldb/SaltenisJ02,767093
journals/vldb/Navarro02,767095
journals/vldb/MihailaRT02,767096
journals/vldb/MaratheS02,767098
journals/vldb/AtluriJY03,953239
journals/vldb/MaedcheMS03,953240
journals/vldb/HalkidiNVV03,953242
journals/vldb/FiletoLPAM03,953244
conf/sigmod/Faloutsos95,223879
journals/sigmod/CasatiDS00,369276
journals/sigmod/Jagadish01,604276
conf/sigmod/BratsbergT00,335477
journals/vldb/C95b,615225
journals/sigmod/GeppertD94,181556
conf/sigmod/Deutsch95,223880
journals/sigmod/X94,187454
journals/sigmod/Geller02,507355
conf/sigmod/Seshadri99,304226
journals/sigmod/Aberer03a,641004
conf/sigmod/Hellerstein00,335473
journals/sigmod/Badia02,637425
journals/sigmod/HasselbringHHKRRS00,369277
journals/sigmod/KantM00,362091
journals/sigmod/Goethals02,565132
journals/sigmod/Gunther97,248604
journals/sigmod/BerzalM02,565130
journals/sigmod/CatarciC96,245888
journals/sigmod/Grefen02,507356
journals/sigmod/Ouksel02,565131
journals/sigmod/Dogac02,507340
journals/sigmod/Scholl01,604275
journals/sigmod/Rosneblatt94,190649
journals/sigmod/Labrinidis01,604283
